0,C~[Ni] + [H][H] <=> C=[Ni],0.161051129767
1,O=C=O + [Ni] <=> O=C=O.[Ni],0.0
2,O[Ni] + [Ni] <=> O.[Ni] + [Ni],0.0
3,CO[O] + [Ni] <=> COO[Ni],0.0
4,[CH3] + [Ni] <=> C[Ni],0.0
5,C + O=[Ni] + [Ni] <=> C[Ni] + O[Ni],0.0
6,[H][H] + 2 [Ni] <=> 2 [Ni],0.0
7,C=O + [Ni] <=> C=O.[Ni],0.0
8,C~[Ni] + O[Ni] <=> C#[Ni] + O=[Ni],0.0
9,[H][H] + [Ni] <=> [H][H].[Ni],0.0
10,OO[Ni] + [Ni] <=> O[Ni] + O=[Ni],0.0
11,2 C=[Ni] <=> C[Ni] + C#[Ni],0.0
12,C=[Ni] + C~[Ni] <=> 2 C#[Ni],0.0
13,C[Ni] + C~[Ni] <=> C=[Ni] + C#[Ni],0.0
14,C~[Ni] + O=[Ni] <=> O=C=[Ni] + [Ni],0.0
15,O + 2 [Ni] <=> O[Ni] + [Ni],0.0
16,[O]O + [Ni] <=> OO[Ni],0.0
17,C#[Ni] + O[Ni] <=> C=[Ni] + O=[Ni],0.0
18,OO + 2 [Ni] <=> 2 O[Ni],0.0
19,CO + 2 [Ni] <=> C[Ni] + O[Ni],0.0
20,CC=O + [Ni] <=> CC=O.[Ni],0.0
21,[C-]#[O+] + [Ni] <=> [C-]#[O+].[Ni],0.0
22,[CH]=O + [Ni] <=> O=C[Ni],0.0
23,O[Ni] + O=C=[Ni] <=> O=C[Ni] + O=[Ni],0.0
24,O=C[Ni] + C~[Ni] <=> C#[Ni] + O=C=[Ni],0.0
25,CO + [Ni] <=> CO.[Ni],0.0
26,O.[Ni] + O=[Ni] <=> 2 O[Ni],0.0
27,C[Ni] + [Ni] <=> C + 2 [Ni],0.0
28,O=C=O.[Ni] + [Ni] <=> O[Ni] + O=C=[Ni],0.0
29,O=C=[Ni] + O=[Ni] <=> O=C=O.[Ni] + [Ni],0.0
30,C=O + 2 [Ni] <=> O=C[Ni] + [Ni],0.0
31,C=[Ni] + O=C[Ni] <=> C[Ni] + O=C=[Ni],0.0
32,C + [Ni] <=> C.[Ni],0.0
33,C[O] + [Ni] <=> CO[Ni],0.0
34,OO + [Ni] <=> OO.[Ni],0.0
35,COO + 2 [Ni] <=> [Ni] + COO[Ni],0.0
36,[OH] + [Ni] <=> O[Ni],0.0
37,C#[Ni] + [Ni] <=> C~[Ni] + [Ni],0.0
38,CO[Ni] + [Ni] <=> C[Ni] + O=[Ni],0.0
39,OO + 2 [Ni] <=> OO[Ni] + [Ni],0.0
40,C=[Ni] + [Ni] <=> C[Ni] + [Ni],0.0
41,CC + 2 [Ni] <=> 2 C[Ni],0.0
42,[H] + [Ni] <=> [Ni],0.0
43,O=C[Ni] + C#[Ni] <=> C=[Ni] + O=C=[Ni],0.0
44,C + O[Ni] + [Ni] <=> C[Ni] + O.[Ni],0.0
45,O=C[Ni] + [Ni] <=> [Ni] + O=C=[Ni],0.0
46,[C-]#[O+] + [Ni] <=> O=C=[Ni],0.0
47,CO + 2 [Ni] <=> CO[Ni] + [Ni],0.0
48,CC + [Ni] <=> CC.[Ni],0.0
49,C=C + [Ni] <=> C=C.[Ni],0.0
50,C=[Ni] + O[Ni] <=> C[Ni] + O=[Ni],0.0
51,CC=O + 2 [Ni] <=> C[Ni] + O=C[Ni],0.0
52,COO + 2 [Ni] <=> CO[Ni] + O[Ni],0.0
53,[Ni] + O=[Ni] <=> O[Ni] + [Ni],0.0
54,O + [Ni] <=> O.[Ni],0.0
55,COO[Ni] + [Ni] <=> CO[Ni] + O=[Ni],0.0
56,COO + 2 [Ni] <=> C[Ni] + OO[Ni],0.0
57,C#[Ni] + [Ni] <=> C=[Ni] + [Ni],0.0
58,[O][O] + 2 [Ni] <=> 2 O=[Ni],-0.161310922831
